City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Hof,DE,2021-09-19 18:37:00,50.3167,11.9167,50.92,83,28,7.0
289,Nouadhibou,MR,2021-09-19 18:37:00,20.931,-17.0347,82.38,74,0,12.66
290,Wellington,NZ,2021-09-19 18:37:01,-41.2866,174.7756,54.77,90,20,8.05
291,Bairnsdale,AU,2021-09-19 18:37:01,-37.8333,147.6167,58.46,82,100,7.0
292,Mount Isa,AU,2021-09-19 18:37:01,-20.7333,139.5,65.97,45,0,0.0
293,Egvekinot,RU,2021-09-19 18:37:02,66.3167,-179.1667,22.41,66,0,4.07
294,Uyuni,BO,2021-09-19 18:37:02,-20.4597,-66.825,65.53,19,23,18.32
295,Ban Nahin,LA,2021-09-19 18:37:02,18.2418,104.2122,74.62,97,100,2.77
296,Baherden,TM,2021-09-19 18:37:03,38.4362,57.4316,73.85,27,0,7.76
297,Longyan,CN,2021-09-19 18:37:03,25.1072,117.0225,74.07,98,7,2.84
298,Miandrivazo,MG,2021-09-19 18:37:03,-19.5167,45.4667,74.16,47,78,4.36
299,Adrar,MR,2021-09-19 18:37:04,20.5022,-10.0711,97.09,19,6,15.43
300,Joao Neiva,BR,2021-09-19 18:37:04,-19.7575,-40.3856,77.81,52,22,10.09
301,Medernach,LU,2021-09-19 18:37:04,49.8019,6.2183,60.91,90,20,1.14
302,Altamira,BR,2021-09-19 18:37:05,-3.2033,-52.2064,91.49,58,75,6.91
303,Gizo,SB,2021-09-19 18:37:05,-8.103,156.8419,81.43,76,100,5.88
304,Minuri,PH,2021-09-19 18:37:05,16.535,121.8574,73.56,87,95,2.28
305,Broken Hill,AU,2021-09-19 18:37:06,-31.95,141.4333,55.11,28,0,10.36
306,Margate,GB,2021-09-19 18:37:06,51.3813,1.3862,64.18,89,100,0.6
307,Xuddur,SO,2021-09-19 18:37:06,4.1213,43.8894,75.94,67,58,21.65
308,Djambala,CG,2021-09-19 18:37:07,-2.5447,14.7533,66.7,90,100,3.22
309,Le Vauclin,MQ,2021-09-19 18:37:07,14.5452,-60.8388,89.65,58,0,12.66
310,Imperia,IT,2021-09-19 18:37:07,43.9667,7.7833,67.41,51,5,7.16
311,Yaan,NG,2021-09-19 18:37:08,7.3833,8.5667,76.55,86,11,4.34
312,Ocos,GT,2021-09-19 18:33:51,14.5094,-92.1933,93.7,73,11,6.22
313,Maniitsoq,GL,2021-09-19 18:37:08,65.4167,-52.9,36.79,52,99,10.51
314,Henties Bay,NA,2021-09-19 18:37:09,-22.116,14.2845,57.85,87,2,9.15
315,Morant Bay,JM,2021-09-19 18:37:09,17.8815,-76.4093,86.67,68,75,7.87
316,Mantua,IT,2021-09-19 18:37:09,45.1667,10.7833,68.09,83,5,1.99
317,Shimoda,JP,2021-09-19 18:37:10,34.6667,138.95,68.11,67,8,13.53
318,Catacocha,EC,2021-09-19 18:37:10,-4.0667,-79.6333,79.09,41,77,7.43
319,Nanortalik,GL,2021-09-19 18:34:42,60.1432,-45.2371,38.25,84,49,12.08
320,Nokaneng,BW,2021-09-19 18:37:10,-19.6667,22.2667,81.63,20,94,7.02
321,Sayat,TM,2021-09-19 18:37:11,38.7839,63.8803,71.47,16,0,14.92
322,Eloy,US,2021-09-19 18:37:11,32.7559,-111.5548,96.73,50,0,3.65
323,Hamilton,US,2021-09-19 18:33:50,39.1834,-84.5333,90.68,48,1,1.99
324,Doha,QA,2021-09-19 18:37:11,25.2867,51.5333,95.31,65,0,5.75
325,Cork,IE,2021-09-19 18:37:12,51.898,-8.4706,60.57,72,75,13.8
326,Necochea,AR,2021-09-19 18:37:12,-38.5473,-58.7368,62.94,74,20,15.61
327,Rognan,NO,2021-09-19 18:37:12,67.0953,15.3878,51.89,65,72,8.16
328,Curuca,BR,2021-09-19 18:37:13,-0.7289,-47.8481,83.19,74,94,8.43
329,Socorro,US,2021-09-19 18:37:13,31.6546,-106.3033,92.55,22,1,11.5
330,Antalaha,MG,2021-09-19 18:37:13,-14.9003,50.2788,69.51,89,100,11.97
331,Grand Gaube,MU,2021-09-19 18:37:14,-20.0064,57.6608,72.0,68,99,1.99
332,Faanui,PF,2021-09-19 18:37:14,-16.4833,-151.75,77.47,77,91,20.07
333,Codrington,AU,2021-09-19 18:37:14,-38.2667,141.9667,46.33,80,41,20.27
334,Dubrovnik,HR,2021-09-19 18:37:15,42.6481,18.0922,71.24,83,0,8.05
335,Batagay-Alyta,RU,2021-09-19 18:37:15,67.8006,130.4114,23.76,91,100,3.38
336,Pemangkat,ID,2021-09-19 18:37:15,1.1667,108.9667,78.44,84,98,7.83
337,Spirit River,CA,2021-09-19 18:37:16,55.7833,-118.8361,50.52,64,100,8.99
338,Surt,LY,2021-09-19 18:37:16,31.2089,16.5887,83.86,54,0,13.38
339,Quatre Cocos,MU,2021-09-19 18:37:16,-20.2078,57.7625,71.71,62,78,13.47
340,Changli,CN,2021-09-19 18:37:17,39.7042,119.1506,63.93,96,100,17.22
341,Morondava,MG,2021-09-19 18:37:17,-20.2833,44.2833,72.93,62,2,16.82
342,Tateyama,JP,2021-09-19 18:37:18,34.9833,139.8667,68.02,77,96,12.17
343,Kupang,ID,2021-09-19 18:37:18,-10.1667,123.5833,76.89,77,84,10.67
344,Te Anau,NZ,2021-09-19 18:37:18,-45.4167,167.7167,39.27,95,98,4.85
345,Mallasamudram,IN,2021-09-19 18:37:19,11.4833,78.0333,76.95,84,100,7.29
346,Chalinze,TZ,2021-09-19 18:37:19,-6.6378,38.354,74.14,71,7,6.8
347,Mocuba,MZ,2021-09-19 18:37:19,-16.8392,36.9856,65.53,63,16,2.93
348,Santa Lucia,ES,2021-09-19 18:37:20,27.9117,-15.5407,69.76,65,20,21.85
349,Constitucion,CL,2021-09-19 18:37:20,-35.3333,-72.4167,56.77,59,2,16.78
350,Sumkino,RU,2021-09-19 18:37:20,58.1108,68.3244,35.15,97,100,13.13
351,Clyde River,CA,2021-09-19 18:34:46,70.4692,-68.5914,31.96,52,43,1.23
352,Urucara,BR,2021-09-19 18:37:20,-2.5364,-57.76,90.27,52,92,1.7
353,Toowoomba,AU,2021-09-19 18:37:21,-27.55,151.9667,56.25,92,0,3.11
354,San Jeronimo,PE,2021-09-19 18:33:42,-11.9472,-75.2829,59.02,54,97,9.84
355,Poum,NC,2021-09-19 18:37:21,-20.2333,164.0167,70.47,69,14,16.91
356,Lakes Entrance,AU,2021-09-19 18:37:22,-37.8811,147.981,58.57,71,100,11.27
357,Havre-Saint-Pierre,CA,2021-09-19 18:37:22,50.2334,-63.5986,59.36,51,1,17.27
358,La Libertad,EC,2021-09-19 18:37:22,-2.2333,-80.9,72.59,76,78,11.45
359,Kingswood,GB,2021-09-19 18:37:23,51.4528,-2.5083,61.68,77,75,1.01
360,Wyndham,US,2021-09-19 18:37:23,37.6985,-77.6125,89.24,65,40,3.44
361,Vostok,RU,2021-09-19 18:37:23,46.4856,135.8833,35.47,87,0,4.18
362,Marrakesh,MA,2021-09-19 18:37:23,31.6315,-8.0083,82.47,42,75,6.91
363,Conchas,BR,2021-09-19 18:37:24,-23.0153,-48.0106,95.95,24,49,3.91
364,Sankt Johann Im Pongau,AT,2021-09-19 18:37:24,47.35,13.2,64.33,99,100,5.3
365,Chicama,PE,2021-09-19 18:37:25,-7.8447,-79.1469,61.34,58,8,12.03
366,Lakhipur,IN,2021-09-19 18:37:25,26.0299,90.3041,77.18,93,4,1.7
367,Nanfeng,CN,2021-09-19 18:37:25,23.7434,111.7959,78.1,89,8,1.54
368,Miramar,US,2021-09-19 18:37:26,25.9873,-80.2323,92.05,71,75,11.5
369,Lhokseumawe,ID,2021-09-19 18:37:26,5.1801,97.1507,76.15,86,100,1.77
370,Buseresere,TZ,2021-09-19 18:37:26,-3.0236,31.8747,67.53,79,72,4.83
371,Buraydah,SA,2021-09-19 18:37:27,26.326,43.975,93.65,18,1,12.46
372,Sala Consilina,IT,2021-09-19 18:37:27,40.3912,15.5989,72.1,96,6,4.68
373,Aldan,RU,2021-09-19 18:37:27,58.6031,125.3894,35.35,99,100,1.34
374,Plouzane,FR,2021-09-19 18:37:27,48.3833,-4.6167,60.85,75,0,6.91
375,Kenai,US,2021-09-19 18:37:28,60.5544,-151.2583,46.15,88,1,6.91
376,Bobrov,RU,2021-09-19 18:37:28,51.0961,40.0333,56.52,82,100,18.28
377,Athabasca,CA,2021-09-19 18:32:44,54.7169,-113.2854,55.22,65,100,15.17
378,Qasigiannguit,GL,2021-09-19 18:37:28,68.8193,-51.1922,28.65,62,100,2.17
379,Rossland,CA,2021-09-19 18:37:29,49.0831,-117.8022,48.33,93,100,1.99
380,Praia Da Vitoria,PT,2021-09-19 18:37:29,38.7333,-27.0667,73.76,83,40,9.86
381,Bailieborough,IE,2021-09-19 18:37:29,53.9167,-6.9667,56.43,92,86,5.28
382,Biloela,AU,2021-09-19 18:37:30,-24.4167,150.5,56.57,89,0,2.42
383,Sholapur,IN,2021-09-19 18:37:30,17.6833,75.9167,78.93,77,93,10.78
384,Pakenham,AU,2021-09-19 18:37:30,-38.0667,145.4833,53.74,70,75,7.0
385,Kamina,CD,2021-09-19 18:37:31,-8.7386,24.9906,69.93,64,60,5.12
386,Guerrero Negro,MX,2021-09-19 18:37:31,27.9769,-114.0611,75.63,61,3,16.08
387,Maputo,MZ,2021-09-19 18:37:32,-25.9653,32.5892,74.88,46,20,8.05
388,Ajra,IN,2021-09-19 18:37:32,16.1167,74.2,69.19,97,100,4.41
389,Rio Grande,BR,2021-09-19 18:37:32,-32.035,-52.0986,69.91,89,100,10.07
390,Barcelos,PT,2021-09-19 18:34:00,41.5388,-8.6151,69.85,83,83,8.72
391,Zyryanka,RU,2021-09-19 18:37:33,65.75,150.85,31.51,76,100,17.87
392,Ruwi,OM,2021-09-19 18:37:33,23.5996,58.5507,87.49,61,89,6.58
393,Rocha,UY,2021-09-19 18:37:33,-34.4833,-54.3333,62.89,91,100,12.06
394,Roma,US,2021-09-19 18:37:34,43.2128,-75.4557,73.83,48,1,4.61
395,Melfi,IT,2021-09-19 18:37:34,40.9965,15.6514,72.23,72,0,7.14
396,Krasnoselkup,RU,2021-09-19 18:37:34,65.7,82.4667,37.11,86,100,5.48
397,Comodoro Rivadavia,AR,2021-09-19 18:32:56,-45.8667,-67.5,51.66,66,40,10.36
398,Lipin Bor,RU,2021-09-19 18:37:35,60.2622,37.9763,37.78,78,100,11.25
399,Marawi,PH,2021-09-19 18:37:35,7.9986,124.2928,66.65,97,100,1.19
400,Turukhansk,RU,2021-09-19 18:37:35,65.8167,87.9833,39.22,91,100,1.34
401,Point Pedro,LK,2021-09-19 18:36:13,9.8167,80.2333,81.61,80,12,11.52
402,Handan,CN,2021-09-19 18:36:30,36.6006,114.4678,62.58,85,100,10.11
403,Xai-Xai,MZ,2021-09-19 18:37:36,-25.0519,33.6442,64.13,64,0,10.92
404,Okakarara,NA,2021-09-19 18:37:36,-20.5833,17.4333,76.98,22,43,8.21
405,Laguna,US,2021-09-19 18:37:36,38.421,-121.4238,78.12,52,1,1.99
406,Half Moon Bay,US,2021-09-19 18:37:36,37.4636,-122.4286,77.05,64,20,6.91
407,Pouso Alegre,BR,2021-09-19 18:37:37,-22.23,-45.9364,90.39,26,79,5.77
408,Port Shepstone,ZA,2021-09-19 18:37:37,-30.7414,30.455,67.21,87,100,15.55
409,Kirakira,SB,2021-09-19 18:37:37,-10.4544,161.9205,78.21,88,100,11.48
410,Oranjestad,AW,2021-09-19 18:37:38,12.524,-70.027,89.55,58,20,13.8
411,Alghero,IT,2021-09-19 18:37:38,40.5589,8.3181,69.89,64,0,5.75
412,Betare Oya,CM,2021-09-19 18:37:38,5.6,14.0833,70.09,88,48,3.27
413,San Cristobal,VE,2021-09-19 18:35:04,7.7669,-72.225,84.38,55,83,5.39
414,The Valley,AI,2021-09-19 18:37:39,18.217,-63.0578,85.1,79,75,9.22
415,Santo Estevao,BR,2021-09-19 18:37:39,-12.4303,-39.2514,87.84,29,41,11.99
416,Carutapera,BR,2021-09-19 18:37:39,-1.195,-46.02,84.16,68,51,10.2
417,Dabrowa Tarnowska,PL,2021-09-19 18:37:39,50.1746,20.9863,50.68,85,100,7.87
418,Cartagena,CO,2021-09-19 18:37:40,10.3997,-75.5144,87.42,74,40,10.36
419,Luau,AO,2021-09-19 18:37:40,-10.7073,22.2247,78.06,45,87,8.59
420,Pacasmayo,PE,2021-09-19 18:37:41,-7.4006,-79.5714,67.62,71,26,16.02
421,Wanning,CN,2021-09-19 18:37:41,18.8003,110.3967,79.99,87,20,1.97
422,Banda Aceh,ID,2021-09-19 18:37:41,5.5577,95.3222,76.78,86,100,14.76
423,La Ronge,CA,2021-09-19 18:35:19,55.1001,-105.2842,57.42,58,75,11.5
424,Chabahar,IR,2021-09-19 18:37:41,25.2919,60.643,82.06,80,96,4.25
425,Carbonia,IT,2021-09-19 18:37:42,39.1672,8.5222,76.15,70,2,9.28
426,Muroto,JP,2021-09-19 18:37:42,33.2833,134.15,76.48,77,100,10.74
427,Marsh Harbour,BS,2021-09-19 18:35:29,26.5412,-77.0636,83.84,67,100,7.18
428,Rio Branco,BR,2021-09-19 18:37:42,-9.9747,-67.81,95.61,41,40,8.05
429,Alugan,PH,2021-09-19 18:37:43,12.2188,125.4808,80.31,80,100,1.61
430,Vestmannaeyjar,IS,2021-09-19 18:33:15,63.4427,-20.2734,50.99,81,40,14.97
431,Caracollo,PE,2021-09-19 18:37:43,-14.9165,-70.6603,59.38,31,84,9.66
432,Anloga,GH,2021-09-19 18:37:43,5.7947,0.8973,80.82,86,42,11.77
433,Nome,US,2021-09-19 18:37:17,64.5011,-165.4064,35.67,80,90,6.91
434,Albion,US,2021-09-19 18:37:44,42.2431,-84.753,83.91,56,1,5.75
435,Airai,TL,2021-09-19 18:34:38,-8.9266,125.4092,56.64,75,49,3.78
436,Kholodnyy,RU,2021-09-19 18:37:44,62.7167,147.95,28.0,96,96,4.68
437,Harsesti,RO,2021-09-19 18:37:44,44.5333,24.7833,65.17,42,0,8.75
438,Taoudenni,ML,2021-09-19 18:35:51,22.6783,-3.9836,103.06,8,0,9.15
439,Northam,GB,2021-09-19 18:37:45,51.0333,-4.2167,58.6,82,6,8.32
440,Alihe,CN,2021-09-19 18:37:45,50.5667,123.7167,39.36,90,1,2.55
441,Kendari,ID,2021-09-19 18:37:46,-3.945,122.4989,74.62,95,100,2.44
442,Celestun,MX,2021-09-19 18:37:46,20.8667,-90.4,86.9,65,8,9.24
443,Berlevag,NO,2021-09-19 18:37:46,70.8578,29.0864,46.35,61,0,17.27
444,Dumai,ID,2021-09-19 18:37:47,1.6833,101.45,72.73,98,97,2.82
445,Sirjan,IR,2021-09-19 18:37:47,29.452,55.6814,77.58,17,63,6.04
446,Nantucket,US,2021-09-19 18:37:47,41.2835,-70.0995,72.25,53,1,21.85
447,Miraflores,MX,2021-09-19 18:33:31,19.2167,-98.8083,70.45,81,99,1.88
448,Morehead,US,2021-09-19 18:37:48,37.2711,-87.1764,75.31,87,75,1.01
449,Boa Vista,BR,2021-09-19 18:36:13,2.8197,-60.6733,84.18,70,75,10.36
450,Umm Lajj,SA,2021-09-19 18:37:48,25.0213,37.2685,83.89,68,6,7.87
451,Mumford,GH,2021-09-19 18:37:48,5.2618,-0.759,76.24,91,67,8.03
452,Bandarbeyla,SO,2021-09-19 18:37:48,9.4942,50.8122,78.48,80,74,27.81
453,Ulundi,ZA,2021-09-19 18:37:49,-28.3352,31.4162,65.73,53,0,5.66
454,Manaus,BR,2021-09-19 18:34:10,-3.1019,-60.025,88.29,62,75,6.91
455,Staryy Nadym,RU,2021-09-19 18:37:49,65.6118,72.6842,37.51,96,100,14.54
456,Rundu,NA,2021-09-19 18:37:50,-17.9333,19.7667,79.56,24,15,6.49
457,Pathardi,IN,2021-09-19 18:37:50,19.1667,75.1833,76.39,83,95,7.14
458,Santa Maria,BR,2021-09-19 18:37:48,-29.6842,-53.8069,72.7,83,40,14.97
459,Serik,TR,2021-09-19 18:37:50,36.9169,31.0989,77.25,59,0,4.14
460,Derzhavinsk,KZ,2021-09-19 18:37:50,51.1,66.3167,41.13,51,4,7.99
461,Amahai,ID,2021-09-19 18:37:51,-3.3333,128.9167,76.77,89,69,2.59
462,Vila,PT,2021-09-19 18:37:51,42.0304,-8.1588,58.69,69,100,4.41
463,Tabas,IR,2021-09-19 18:37:51,33.5959,56.9244,85.66,13,0,3.94
464,Ulladulla,AU,2021-09-19 18:37:52,-35.35,150.4667,51.76,50,0,7.94
465,Pochutla,MX,2021-09-19 18:37:52,15.7432,-96.4661,90.82,59,61,6.55
466,Maarianhamina,AX,2021-09-19 18:37:52,60.0973,19.9348,46.26,71,90,4.61
467,Port Moresby,PG,2021-09-19 18:34:41,-9.4431,147.1797,72.82,94,75,3.44
468,Guajara,BR,2021-09-19 18:37:53,-2.9667,-57.6667,88.97,55,96,2.1
469,Labuhan,ID,2021-09-19 18:37:53,-6.8844,112.2051,78.03,75,77,9.62
470,Sumenep,ID,2021-09-19 18:37:53,-7.0167,113.8667,79.2,77,49,7.0
471,Launceston,AU,2021-09-19 18:37:54,-41.45,147.1667,46.8,84,75,3.0
472,Suntar,RU,2021-09-19 18:37:54,62.1444,117.6319,28.29,90,81,3.44
473,Cap-Aux-Meules,CA,2021-09-19 18:35:05,47.3821,-61.8597,59.05,72,20,21.85
474,Hailar,CN,2021-09-19 18:37:54,49.2,119.7,44.69,82,73,3.89
475,Ngorongoro,TZ,2021-09-19 18:37:55,-3.2397,35.4875,55.96,37,82,4.03
476,Bima,ID,2021-09-19 18:37:55,-8.4667,118.7167,74.84,93,86,5.14
477,Vega De Alatorre,MX,2021-09-19 18:37:55,20.0333,-96.6333,83.19,74,99,5.3
478,Mokhsogollokh,RU,2021-09-19 18:37:56,61.4681,128.9203,30.2,82,15,9.48
479,Concepcion Del Oro,MX,2021-09-19 18:37:56,24.6333,-101.4167,72.9,32,7,2.64
480,Victor Harbor,AU,2021-09-19 18:37:56,-35.5667,138.6167,53.73,84,59,18.12
481,Synya,RU,2021-09-19 18:37:57,65.3718,58.0387,34.32,85,53,10.74
482,Coyah,GN,2021-09-19 18:37:57,9.75,-13.4167,77.36,87,100,2.93
483,Port Said,EG,2021-09-19 18:37:57,31.2565,32.2841,80.58,74,0,9.22
484,Qena,EG,2021-09-19 18:37:58,26.1615,32.7183,86.11,13,5,6.64
485,Evensk,RU,2021-09-19 18:37:58,61.95,159.2333,46.13,86,100,7.29
486,Daru,PG,2021-09-19 18:37:58,-9.0763,143.2092,76.73,91,96,17.9
487,Emba,KZ,2021-09-19 18:33:32,48.8264,58.1442,45.7,39,36,6.78
488,Porto Novo,BJ,2021-09-19 18:37:59,6.4965,2.6036,80.42,84,29,6.89
489,Waitati,NZ,2021-09-19 18:37:59,-45.75,170.5667,45.81,74,100,4.56
490,Progreso,MX,2021-09-19 18:37:59,21.2833,-89.6667,91.51,60,72,13.15
491,Bardsir,IR,2021-09-19 18:38:00,29.9227,56.5743,69.85,16,23,1.19
492,Vokhma,RU,2021-09-19 18:38:00,58.9303,46.7586,38.64,60,100,7.18
493,Salinas,US,2021-09-19 18:38:00,36.6777,-121.6555,77.79,70,1,5.75
494,Predivinsk,RU,2021-09-19 18:38:01,57.0669,93.4378,48.47,85,100,2.91
495,Mattru,SL,2021-09-19 18:38:01,7.6244,-11.8332,74.57,96,100,1.95
496,Lyuban,BY,2021-09-19 18:38:01,52.7985,28.0048,47.88,98,100,8.68
497,Coahuayana,MX,2021-09-19 18:35:37,18.7333,-103.6833,81.88,93,100,1.39
498,Tirumullaivasal,IN,2021-09-19 18:38:01,11.2333,79.8333,82.42,80,21,7.72
499,Turbat,PK,2021-09-19 18:38:02,26.0023,63.044,83.71,66,3,9.44
500,Hervey Bay,AU,2021-09-19 18:38:02,-25.2986,152.8535,62.04,73,0,7.99
501,Awbari,LY,2021-09-19 18:38:03,26.5921,12.7805,85.53,15,0,8.95
502,San Andres,CO,2021-09-19 18:38:03,12.5847,-81.7006,86.02,74,40,14.97
503,Vila Velha,BR,2021-09-19 18:38:03,-20.3297,-40.2925,78.75,73,0,11.5
504,Winneba,GH,2021-09-19 18:38:03,5.3511,-0.6231,81.07,90,66,7.99
505,Katangli,RU,2021-09-19 18:38:04,51.7102,143.2326,41.05,78,97,10.09
506,Sur,OM,2021-09-19 18:38:04,22.5667,59.5289,82.65,74,100,14.43
507,Nador,MA,2021-09-19 18:38:04,35.174,-2.9287,78.87,68,0,6.91
508,Dori,BF,2021-09-19 18:38:05,14.0354,-0.0345,92.62,36,75,8.46
509,Biak,ID,2021-09-19 18:38:05,-0.9131,122.8766,75.16,84,99,4.32
510,Menongue,AO,2021-09-19 18:35:01,-14.6585,17.691,68.5,54,28,5.26
511,Malanje,AO,2021-09-19 18:38:05,-9.5402,16.341,70.0,75,100,6.08
512,Kalmunai,LK,2021-09-19 18:38:06,7.4167,81.8167,80.62,83,12,7.29
513,Hare Bay,CA,2021-09-19 18:38:06,48.8499,-54.0148,58.35,90,100,6.8
514,Gorom-Gorom,BF,2021-09-19 18:38:06,14.4439,-0.2361,93.6,34,58,5.77
515,Zhirnovsk,RU,2021-09-19 18:38:07,50.9845,44.7735,54.77,35,100,18.25
516,Cockburn Town,TC,2021-09-19 18:38:07,21.4612,-71.1419,85.96,66,40,12.66
517,Issia,CI,2021-09-19 18:38:07,6.4922,-6.5856,72.93,97,60,2.33
518,Albanel,CA,2021-09-19 18:38:08,48.8832,-72.4487,58.98,63,80,3.44
519,Chipinge,ZW,2021-09-19 18:38:08,-20.1883,32.6236,57.96,59,4,6.73
520,Arman,RU,2021-09-19 18:38:08,59.7,150.1667,44.8,87,100,7.61
521,Antalya,TR,2021-09-19 18:38:08,36.7741,30.7178,77.59,94,0,1.14
522,Careiro Da Varzea,BR,2021-09-19 18:38:09,-3.2003,-59.8119,88.41,49,87,3.31
523,Rawah,IQ,2021-09-19 18:38:09,34.4816,41.9093,82.6,25,0,5.99
524,Atar,MR,2021-09-19 18:38:09,20.5169,-13.0499,93.34,34,38,12.97
525,Devarkonda,IN,2021-09-19 18:38:10,16.7,78.9333,80.01,67,100,1.61
526,Pombos,BR,2021-09-19 18:38:10,-8.1414,-35.3958,76.59,58,78,14.79
527,Tampere,FI,2021-09-19 18:38:10,61.4991,23.7871,43.72,65,90,10.36
528,San Carlos De Bariloche,AR,2021-09-19 18:38:11,-41.1456,-71.3082,51.55,35,40,19.57
529,Los Andes,CL,2021-09-19 18:33:20,-32.8337,-70.5983,58.77,70,80,5.68
530,Alta Floresta,BR,2021-09-19 18:38:11,-9.8756,-56.0861,94.82,46,40,3.44
531,Kigonsera,TZ,2021-09-19 18:38:11,-10.8,35.05,63.91,68,68,4.72
532,Artyom,AZ,2021-09-19 18:38:12,40.4723,50.333,69.94,58,0,6.4
533,Nizwa,OM,2021-09-19 18:38:12,22.9333,57.5333,82.44,63,10,6.76
534,Jardim,BR,2021-09-19 18:38:12,-21.4803,-56.1381,105.94,10,86,9.98
535,Vanimo,PG,2021-09-19 18:38:12,-2.6741,141.3028,76.86,86,100,3.4
536,Kokopo,PG,2021-09-19 18:38:13,-4.352,152.2633,75.2,82,63,5.7
537,Kefamenanu,ID,2021-09-19 18:38:13,-9.4467,124.4781,68.83,92,46,4.43
538,Rondonopolis,BR,2021-09-19 18:38:14,-16.4708,-54.6356,105.93,8,7,2.71
539,Lismore,AU,2021-09-19 18:38:14,-28.8135,153.2773,56.71,98,90,8.05
540,Blackwater,AU,2021-09-19 18:38:14,-23.5833,148.8833,59.81,75,0,7.11
541,Santiago Del Estero,AR,2021-09-19 18:38:15,-27.7951,-64.2615,87.8,31,100,3.0
542,Kiruna,SE,2021-09-19 18:38:15,67.8557,20.2251,41.92,70,90,8.05
543,Latung,PH,2021-09-19 18:38:15,5.5,120.8833,83.05,74,88,5.7
544,Tocopilla,CL,2021-09-19 18:35:41,-22.092,-70.1979,64.76,68,94,10.98
545,Businga,CD,2021-09-19 18:38:15,3.3333,20.8833,71.67,97,62,2.64
546,Oktyabrskoye,RU,2021-09-19 18:38:16,43.0645,44.7417,57.34,88,94,2.24
